addressDetailEn,addressDetailTh,addressEn,addressTh,branchNameEn,branchNameTh,districtEn,districtTh,faxExt,faxTh,latitude,longtitude,provinceNameEn,provinceNameTh,subDistrictEn,subDistrictTh,telExt,telTh,timeEn,timeTh,timeWeekendEn,timeWeekendTh,workingHourEn,workingHourTh,workingHourWeekendEn,workingHourWeekendTh,zipCode,code,mobile,branchType
,114/3 หมู่ที่ 6,,114/3 หมู่ที่ 6 ตำบลพรหมมาสตร์ อำเภอเมืองลพบุรี จังหวัดลพบุรี 15000,,ท่าโพธิ์ (ลพบุรี),,ลพบุรี,,036-776-962,14.808342,100.600389,,ลพบุรี,,พรหมมาสตร์,,036-776-961,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-484,095-367-6161,SOMWANG
,393 หมู่ที่ 10,,393 หมู่ที่ 10 ตำบลธาตุพนม อำเภอธาตุพนม จังหวัดนครพนม 48110,,ธาตุพนม,,ธาตุพนม,,042-532-123,16.938899,104.722748,,นครพนม,,ธาตุพนม,,042-532-121,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-124,091-889-2000,SOMWANG
,64/18 หมู่ที่ 3,,64/18 หมู่ที่ 3 ตำบลบางกระเบา อำเภอนครชัยศรี จังหวัดนครปฐม 73120,,นครชัยศรี (นครปฐม),,นครชัยศรี,,034-310-986,13.799842,100.180225,,นครปฐม,,บางกระเบา,,034-310-983,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-251,063-905-3888,SOMWANG
,ข1-306/10-11,,ข1-306/10-11 ถนนสุวรรณศร ตำบลนครนายก อำเภอเมืองนครนายก จังหวัดนครนายก 26000 ,,นครนายก,,เมืองนครนายก,,037 314 429,14.207017,101.209553,,นครนายก,,นครนายก,,037 314 428,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-052,084-764-8000,SOMWANG
,141/4 ถนนราชวิถี,,141/4 ถนนราชวิถี ตำบลพระปฐมเจดีย์ อำเภอเมืองนครปฐม จังหวัดนครปฐม 73000,,นครปฐม,,เมืองนครปฐม,,034-271-506,13.816417,100.053889,,นครปฐม,,พระปฐมเจดีย์,,034-271-505,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-167,063-901-0488,SOMWANG
,401/2 ถนนอภิบาลบัญชา,,401/2 ถนนอภิบาลบัญชา ตำบลในเมือง อำเภอเมืองนครพนม จังหวัดนครพนม 48000,,นครพนม,,เมืองนครพนม,,042-512-438,17.400865,104.784137,,นครพนม,,ในเมือง,,042 512 437,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-065,084-926-8000,SOMWANG
,57 - 59 ถนนจอมสุรางค์ยาต,,57 - 59 ถนนจอมสุรางค์ยาตร์ ตำบลในเมือง อำเภอเมือง จังหวัดนครราชสีมา 30000,,นครราชสีมา,,นครราชสีมา,,044 342 316,14.972877,102.095686,,นครราชสีมา,,ในเมือง,,044 342 315,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-025,089-036-5000,SOMWANG
,1410/9-10 ถนนศรีปราชญ์,,1410/9-10 ถนนศรีปราชญ์ ตำบลท่าวัง อำเภอเมืองนครศรีธรรมราช จังหวัดนครศรีธรรมราช 80000,,นครศรีธรรมราช,,เมืองนครศรีธรรมราช,,075 357 364,8.441497,99.962769,,นครศรีธรรมราช,,ท่าวัง,,075-357-361,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-030,063-905-5000,SOMWANG
,804/112-113 หมู่ที่ 10,,804/112-113 หมู่ที่ 10 ตำบลนครสวรรค์ตก อำเภอเมืองนครสวรรค์ จังหวัดนครสวรรค์ 60000,,นครสวรรค์,,นครสวรรค์,,056 223 981,15.710923,100.119896,,นครสวรรค์,,นครสวรรค์ตก,,056 223 980,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-011,087-960-5000,SOMWANG
,82/31 หมู่ที่ 2,,82/31 หมู่ที่ 2 ตำบลนครหลวง อำเภอนครหลวง จังหวัดพระนครศรีอยุธยา 13260,,นครหลวง (อยุธยา),,นครหลวง,,035-200-872,14.45636,100.614935,,พระนครศรีอยุธยา,,นครหลวง,,035-200-871,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-488,063-904-6262,SOMWANG
,238 หมู่ที่ 3,,238 หมู่ที่ 3 ตำบลนครไทย อำเภอนครไทย จังหวัดพิษณุโลก 65120,,นครไทย,,นครไทย,,055-389-227,17.100611,100.836448,,พิษณุโลก,,นครไทย,,055-389-226,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-221,063-904-9666,SOMWANG
,73/183 หมู่19,,73/183 หมู่19 ตำบลคลองหนึ่ง อำเภอคลองหลวง จังหวัดปทุมธานี 12120,,นวนคร,,คลองหลวง,,02-529-1097,14.112395,100.59878,,ปทุมธานี,,คลองหนึ่ง,,02-529-1096,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-085,082-950-8000,SOMWANG
,121/1 หมู่ที่ 11,,121/1 หมู่ที่ 11 ตำบลนากลาง อำเภอนากลาง จังหวัดหนองบัวลำภู 39170,,นากลาง (หนองบัวลำภู),,นากลาง,,042-315-670,17.301997,102.203605,,หนองบัวลำภู,,นากลาง,,042-315-635,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-427,095-365-3113,SOMWANG
,417 ถนนโชคชัย-เดชอุดม,,417 ถนนโชคชัย-เดชอุดม ตำบลนางรอง อำเภอนางรอง จังหวัดบุรีรัมย์ 31110,,นางรอง,,นางรอง,,044-631-034,14.633532,102.792701,,บุรีรัมย์,,นางรอง,,044-631-033,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-143,091-889-7000,SOMWANG
,54/1 หมู่ที่ 3,,54/1 หมู่ที่ 3 ตำบลนาด้วง อำเภอนาด้วง จังหวัดเลย 42210,,นาด้วง (เลย),,นาด้วง,,042-870-728,17.479138,101.988875,,เลย,,นาด้วง,,042-870-721,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-531,063-905-0110,SOMWANG
,199/1-2 หมู่ที่ 4,,199/1-2 หมู่ที่ 4 ตำบลนาทวี อำเภอนาทวี จังหวัดสงขลา 90160,,นาทวี,,นาทวี,,074-373-628,6.7443291,100.6873202,,สงขลา,,นาทวี,,074-373-627,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-141,091-774-7000,SOMWANG
,33/197 หมู่ที่ 12,,33/197 หมู่ที่ 12 ตำบลนาป่า อำเภอเมืองชลบุรี จังหวัดชลบุรี 20000,,นาป่า (ชลบุรี),,เมืองชลบุรี,,038-441-146,13.402965,101.029703,,ชลบุรี,,นาป่า,,038-441-145,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-356,063-906-4333,SOMWANG
,11/11-12 หมู่ที่ 1,,11/11-12 หมู่ที่ 1 ตำบลนายายอาม อำเภอนายายอาม จังหวัดจันทบุรี 22160,,นายายอาม (จันทบุรี),,นายายอาม,,039-480-720,12.779298,101.82277,,จันทบุรี,,นายายอาม,,039-480-719,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-284,091-889-5533,SOMWANG
,373/87 ถนนนาวงประชาพัฒนา,,373/87 ถนนนาวงประชาพัฒนา แขวงสีกัน เขตดอนเมือง จังหวัดกรุงเทพฯ 10210,,นาวง (ดอนเมือง),,ดอนเมือง,,02-565-5113,13.951087,100.572743,,กรุงเทพฯ,,สีกัน,,02-565-5112,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-497,063-904-7227,SOMWANG
,600/2 หมู่ที่ 8,,600/2 หมู่ที่ 8 ตำบลนาแก อำเภอนาแก จังหวัดนครพนม 48130,,นาแก (นครพนม),,นาแก,,042-571-051,16.949659,104.494686,,นครพนม,,นาแก,,042-571-050,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-370,095-364-1234,SOMWANG
,84 หมู่ที่ 1,,84 หมู่ที่ 1 ตำบลขุนทะเล อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84100,,นิคมขุนทะเล (สุราษฎร์ธานี),,เมืองสุราษฎร์ธานี,,077-600-802,9.076844,99.353259,,สุราษฎร์ธานี,,เมืองสุราษฎร์ธานี,,077-600-801,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-530,063-904-9779,SOMWANG
,"199/42 (ห้อง 9),199/43 (ห้อง 10) หมู่ที่ 2",,"199/42 (ห้อง 9),199/43 (ห้อง 10) หมู่ที่ 2 ตำบลนิคมพัฒนา อำเภอนิคมพัฒนา จังหวัดระยอง 21180",,นิคมพัฒนา,,นิคมพัฒนา,,038-020-152,12.827824,101.201683,,ระยอง,,นิคมพัฒนา,,038-020-151,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-228,063-904-9444,SOMWANG
,123/15 หมู่ที่ 6,,123/15 หมู่ที่ 6 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร 74000,,นิคมสินสาคร (สมุทรสาคร),,เมืองสมุทรสาคร,,034-406-029,13.566443,100.333691,,สมุทรสาคร,,โคกขาม,,034-406-028,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-601,063-748-0003,SOMWANG
,633/5-6 หมู่ที่ 10,,633/5-6 หมู่ที่ 10 ตำบลท่าตูม อำเภอศรีมหาโพธิ จังหวัดปราจีนบุรี 25140,,นิคมอุตสาหกรรม304,,ศรีมหาโพธิ,,037-210-437,13.898805,101.578006,,ปราจีนบุรี,,ท่าตูม,,037-210-436,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-105,091-770-1000,SOMWANG
,888/35 หมู่ที่ 6,,888/35 หมู่ที่ 6 ตำบลแพรกษา อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10280,,นิคมอุตสาหกรรมบางปู,,เมืองสมุทรปราการ,,02-324-3346,13.564749,100.671371,,สมุทรปราการ,,แพรกษา,,02-324-3345,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-128,091-770-6000,SOMWANG
,123/7 ถนนฉลองกรุง,,123/7 ถนนฉลองกรุง แขวงลำปลาทิว เขตลาดกระบัง จังหวัดกรุงเทพฯ 10520,,นิคมอุตสาหกรรมลาดกระบัง,,ลาดกระบัง,,02-326-1257,13.756036,100.797662,,กรุงเทพมหานคร,,ลำปลาทิว,,02-326-1256,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-140,083-097-7000,SOMWANG
,893 หมู่ที่ 9,,893 หมู่ที่ 9 ตำบลหัวสำโรง อำเภอแปลงยาว จังหวัดฉะเชิงเทรา 24190,,นิคมอุตสาหกรรมเกตเวย์,,แปลงยาว,,038-575-436,13.618706,101.311872,,ฉะเชิงเทรา,,หัวสำโรง,,038-575-435,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-517,063-904-9229,SOMWANG
,21/25 ถนนข้าหลวง,,21/25 ถนนข้าหลวง ตำบลในเวียง อำเภอเมืองน่าน จังหวัดน่าน 55000,,น่าน,,เมืองน่าน,,054-775-136,18.78,100.777889,,น่าน,,ในเวียง,,054-775-135,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-183,063-901-1511,SOMWANG
,"226/3, 226/4 หมู่ที่ 6",,"226/3, 226/4 หมู่ที่ 6 ตำบลดู่ใต้ อำเภอเมืองน่าน จังหวัดน่าน 55000",,น่าน 2,,เมืองน่าน,,054-716-102,18.768675,100.764586,,น่าน,,ดู่ใต้,,054-716-101,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-519,063-904-9559,SOMWANG
